id,url,is_access
0,https://www.nike.com/jp/launch/t/air-force-1-para-noise-black-pass-jp,True
1,https://www.nike.com/jp/launch/t/air-jordan-1-high-dark-mocha-pass-jp,True
2,https://www.nike.com/jp/launch/t/air-force-1-para-noise-white-pass-jp,False
3,https://www.nike.com/jp/launch/t/dunk-low-ceramic-pass-jp,True
4,https://www.nike.com/jp/launch/t/air-force-1-low-peaceminusone-para-noise-pass-jp,False
5,https://www.nike.com/jp/launch/t/air-force-1-peaceminusone-para-noise-pass-jp,False
6,https://www.nike.com/jp/launch/t/air-force-1-low-peaceminusone-para-noise-unlock,False
